,Title,Published_date,Views,Likes,Comments,Month
6017,GTA V ONLINE: HOMBRES DE ACERO,2014-03-02,11576045,125926,5063,Mar
6018,DIRECTO OLIMPOCRAFT CON SUSCRIPTORES - NUEVAS SKIN!,2014-03-02,1699275,41597,5233,Mar
6019,¿QUIERES CASARTE CONMIGO? | #APOCALIPSISMINECRAFT2 | EPISODIO 78 | WILLYREX Y VEGETTA,2014-03-01,2925032,63137,6313,Mar
6020,OLIMPOCRAFT | EN OCASIONES VEO MUERTOS | JUEGOS DEL HAMBRE,2014-03-01,659266,23898,1586,Mar
6021,PLANETA VEGETTA: MI HIJA LA MEJOR GUERRERA! #46,2014-02-28,2480120,62962,10742,Feb
6022,XBOX ONE - DEAD RISING 3: LA ANCIANA QUISO UN VIDEO LARGO! #25,2014-02-28,884621,33706,3380,Feb
6023,AVENTURAS PELIGROSAS | #APOCALIPSISMINECRAFT2 | EPISODIO 76 | WILLYREX Y VEGETTA,2014-02-27,2011831,55043,4153,Feb
6024,CASTLEVANIA LORDS OF SHADOW 2 - SENCILLAMENTE EPICO #1,2014-02-27,1157558,60906,11914,Feb
6025,PLANETA VEGETTA: AMOR DE GOLEM #45,2014-02-26,3090616,86368,9371,Feb
6026,OLIMPOCRAFT | LOBOS CAZADORES | JUEGOS DEL HAMBRE,2014-02-26,2318188,33061,2012,Feb
6027,¿BABY ENDER DRAGON? | #APOCALIPSISMINECRAFT2 | EPISODIO 74 | WILLYREX Y VEGETTA,2014-02-25,3153128,62340,5350,Feb
6028,XBOX ONE - DEAD RISING 3: ¿QUIENES SOMOS REALMENTE? #24,2014-02-25,860945,43300,2131,Feb
6029,ZONA MINECRAFT: GIGANTE DE FUEGO Y ARMONIA MINECRAFTIANA #44,2014-02-24,1408697,30647,5138,Feb
6030,OLIMPOCRAFT | EL SALVADOR REGRESA | DEFENDER LA VILLA,2014-02-24,482866,19539,2385,Feb
6031,RANAS Y TORNADOS ASESINOS | #APOCALIPSISMINECRAFT2 | EPISODIO 72 | WILLYREX Y VEGETTA,2014-02-23,1659520,48608,9718,Feb
6032,XBOX ONE - DEAD RISING 3: EL PODER DE LA FUERZA #23,2014-02-23,853133,25659,2265,Feb
6033,PLANETA VEGETTA: SOY EL REY! #44,2014-02-22,4704321,75111,15535,Feb
6034,"BATTLEFIELD 4: NUEVOS MAPAS,VIEJOS RECUERDOS",2014-02-22,943042,27389,2412,Feb
6035,UNA BODA SE ACERCA | #APOCALIPSISMINECRAFT2 | EPISODIO 70 | WILLYREX Y VEGETTA,2014-02-21,1839865,52988,12802,Feb
6036,OLIMPOCRAFT | UNA DECISION MORTAL | LOS JUEGOS DEL HAMBRE,2014-02-21,4637119,68280,5216,Feb
6037,PLANETA VEGETTA: MUERTE EN LA VILLA #43,2014-02-20,1886951,42905,5720,Feb
6038,XBOX ONE - DEAD RISING 3: BATEADOR NUMERO SIETE #22,2014-02-20,1463661,29359,2897,Feb
6039,ARMONIA HOGAREÑA | #APOCALIPSISMINECRAFT2 | EPISODIO 68 | WILLYREX Y VEGETTA,2014-02-19,1278053,50630,4889,Feb
6040,GTA V ONLINE: EL COCHE MAS DURO DE LA HISTORIA,2014-02-19,12859766,191999,5462,Feb
6041,PLANETA VEGETTA: EL HOMBRE QUE SE QUEMO EN EL AGUA #42,2014-02-18,2757344,64081,20174,Feb
6042,BETA TITANFALL: ASESINO DE TITANES,2014-02-18,913643,23374,2448,Feb
6043,LAS GEMELAS DEL AMOR | #APOCALIPSISMINECRAFT2 | EPISODIO 66 | WILLYREX Y VEGETTA,2014-02-17,2591955,63365,6149,Feb
6044,XBOX ONE - DEAD RISING 3: EL CHULETON PERDIDO #21,2014-02-17,613054,22275,2130,Feb
6045,ZONA MINECRAFT: DIMENSION CELESTIAL #43,2014-02-16,6503888,71444,7783,Feb
6046,OLIMPOCRAFT | EL DIA DE LAS TORTUGAS | DEFIENDE LA VILLA,2014-02-16,641284,23947,2883,Feb
6047,EL CHOCOBOLOCO | #APOCALIPSISMINECRAFT2 | EPISODIO 64 | WILLYREX Y VEGETTA,2014-02-15,1631750,50575,4922,Feb
6048,BETA TITANFALL: MI PRIMERA VEZ,2014-02-15,566217,28478,4630,Feb
6049,PLANETA VEGETTA: SAN VALENTIN CON SUSANA #41,2014-02-14,3345509,62573,8576,Feb
6050,GTA V ONLINE: EL DIA DE SAN VALENTIN,2014-02-14,6643455,108614,5039,Feb
6051,UN DIA DIFICIL | #APOCALIPSISMINECRAFT2 | EPISODIO 62 | WILLYREX Y VEGETTA,2014-02-13,1884726,56377,7577,Feb
6052,XBOX ONE - DEAD RISING 3: EL VESTIDO DE LADY GAGA #20,2014-02-13,1164953,40978,4230,Feb
6053,GTA V ONLINE: LADRONES DE SANGRE,2014-02-12,10462152,155104,6478,Feb
6054,EL HORNO DEL INFIERNO | #APOCALIPSISMINECRAFT2 | EPISODIO 60 | WILLYREX Y VEGETTA,2014-02-11,1491704,48857,5078,Feb
6055,XBOX ONE - DEAD RISING 3: ASTRONAUTA LOCO #19,2014-02-11,1382737,44630,2310,Feb
6056,KILLZONE SHADOW FALL (PS4): EPISODIO FINAL #14,2014-02-11,566240,26219,1470,Feb
6057,ZONA MINECRAFT: EL COMBATE CONTRA EL WITHER #42,2014-02-10,1214520,39082,4844,Feb
6058,OLIMPOCRAFT | POCIONMAN EL HOMBRE DEL BOLSILLO INFINITO | DEFENDER LA VILLA,2014-02-10,586451,23144,4643,Feb
6059,CAZADORES DE CORAZONES | #APOCALIPSISMINECRAFT2 | EPISODIO 57 | WILLYREX Y VEGETTA,2014-02-09,1353343,51496,6189,Feb
6060,SMITE - SUN WUKONG - SOLO (GAMEPLAY CON CAMARA),2014-02-09,485346,20026,2120,Feb
6061,PLANETA VEGETTA: SOY PADRE! 4.000.000 DE GRACIAS #40,2014-02-08,4753496,112136,11931,Feb
6062,XBOX ONE - DEAD RISING 3: LA MUJER MUSCULOSA  #18,2014-02-08,1411865,41676,3131,Feb
6063,EL ARBOL DE LA SABIDURIA | #APOCALIPSISMINECRAFT2 | EPISODIO 56 | WILLYREX Y VEGETTA,2014-02-07,2265211,57990,9382,Feb
6064,BETA THE ELDER SCROLLS ONLINE: UN PASEO LLENO DE PELIGROS,2014-02-07,484541,20790,1724,Feb
6065,PLANETA VEGETTA: EL ELFO ASESINO #39,2014-02-06,1454186,64804,6621,Feb
6066,OLIMPOCRAFT| SOMOS LIBRES! + PARTIDA FAIL! | JUEGOS DEL HAMBRE,2014-02-06,1305784,34393,2406,Feb
6067,EL CASTILLO GIGANTE | #APOCALIPSISMINECRAFT2 | EPISODIO 54 | WILLYREX Y VEGETTA,2014-02-05,1356727,45589,4905,Feb
6068,XBOX ONE - DEAD RISING 3: UNA RUBIA SEXY  #17,2014-02-05,856237,37725,2400,Feb
6069,PLANETA VEGETTA: EL DEMONIO DE FUEGO #38,2014-02-04,2206256,87789,7124,Feb
6070,GTA V ONLINE: UNA FIESTA INOLVIDABLE,2014-02-04,13220990,145095,5859,Feb
6071,LOS SALVADORES | #APOCALIPSISMINECRAFT2 | EPISODIO 52 | WILLYREX Y VEGETTA,2014-02-03,1462089,51229,4148,Feb
6072,XBOX ONE - DEAD RISING 3: LOS HOMBRES ABEJA  #16,2014-02-03,960091,32324,2714,Feb
6073,"OLIMPOCRAFT| NUEVOS MAPAS,NUEVAS LOCURAS | JUEGOS DEL HAMBRE",2014-02-02,960426,28090,6182,Feb
6074,DON´T STARVE - DIRECTO 2.0 - ATAQUES NOCTURNOS - DIA 8 - DIA 16,2014-02-02,561706,28525,3426,Feb
6075,LA CABRA DEL SABIO (VAKYPANDY) | #APOCALIPSISMINECRAFT2 | EPISODIO 50 | WILLYREX Y VEGETTA,2014-02-01,2562656,56280,4331,Feb
6076,BATTLEFIELD 4: TRAS TRAS TRAS! CON LUZU,2014-02-01,1668846,29613,2133,Feb
6077,KILLZONE SHADOW FALL (PS4): ¿EPISODIO FINAL? OK...NO! #13,2014-02-01,345309,14795,1870,Feb
6078,PLANETA VEGETTA: UN HOMBRE DELIRANDO EN LA TORMENTA #37,2014-01-31,1958415,54287,11922,Jan
6079,XBOX ONE - FIFA 14: EL KARMA ES EL ARBITRO!,2014-01-31,2209173,33400,2455,Jan
6080,UN MAL DIA EN EL PARAISO | #APOCALIPSISMINECRAFT2 | EPISODIO 48 | WILLYREX Y VEGETTA,2014-01-30,2523344,65603,5562,Jan
6081,SMITE - POSEIDON - MID (EL DIOS DE LAS PISCINAS),2014-01-30,425841,18268,1295,Jan
6082,PLANETA VEGETTA: QUERIDO SAMUEL JUNIOR...JAMAS TIRES LA TOALLA... #36,2014-01-29,2392848,90803,9191,Jan
6083,JUEGOS DEL HAMBRE: LA GRAN PERSECUCION,2014-01-29,1232533,28228,2587,Jan
6084,PELIGROS DEL CALDERO | #APOCALIPSISMINECRAFT2 | EPISODIO 46 | WILLYREX Y VEGETTA,2014-01-28,1446334,48090,4336,Jan
6085,XBOX ONE - DEAD RISING 3: COCINERO COCINERO DAME UN BUEN PERRITO #15,2014-01-28,1490848,28988,2137,Jan
6086,ZONA MINECRAFT: LA MUERTE VS VEGETTA #41,2014-01-27,971952,35434,9558,Jan
6087,GTA V ONLINE: NOCHE DE HOMBRES,2014-01-27,7858970,126388,5539,Jan
6088,UN DIA DE CHUNKS | #APOCALIPSISMINECRAFT2 | EPISODIO 44 | WILLYREX Y VEGETTA,2014-01-26,1625101,48997,4363,Jan
6089,BATTLEFIELD 4: LUZU VS VEGETTA EN UN DIA DE LOCOS,2014-01-26,1526228,30382,1839,Jan
6090,KILLZONE SHADOW FALL (PS4): FRANCOTIRADOR EFECTIVO #12,2014-01-26,344252,13491,960,Jan
6091,PLANETA VEGETTA: AVENTURA CON EL UNICORNIO MORADO #35,2014-01-25,7273500,91927,10908,Jan
6092,MINECRAFT THE WALLS: SOMOS ASESINOS! AU AU AU,2014-01-25,1738597,30414,2136,Jan
6093,LA COLINA DE LA MUERTE | #APOCALIPSISMINECRAFT2 | EPISODIO 42 | WILLYREX Y VEGETTA,2014-01-24,1510938,48747,3861,Jan
6094,XBOX ONE - DEAD RISING 3: CALIENTE Y ARDIENTE #14,2014-01-24,1520610,38551,2298,Jan
6095,PLANETA VEGETTA: AMOR VACUNO #34,2014-01-23,2119153,45632,5670,Jan
6096,HOMBRES NOSTALGICOS EN DEFIENDE LA VILLA PARTE 2 DE 2,2014-01-23,752380,29124,1968,Jan
6097,BUSCADORES DE ORO | #APOCALIPSISMINECRAFT2 | EPISODIO 40 | WILLYREX Y VEGETTA,2014-01-22,1428633,51412,4312,Jan
6098,DON´T STARVE: DIRECTO EN 2.0 - PRIMEROS PASOS - DIA 1 - DIA 8,2014-01-22,830897,48503,5878,Jan
6099,PLANETA VEGETTA: UN DULCE DIA EN LA VILLA #33,2014-01-21,1847839,58211,8469,Jan
6100,GTA V ONLINE: ENCONTRE EL AMOR!,2014-01-21,7590909,105957,5756,Jan
6101,NUESTRO GRAN HOGAR  | #APOCALIPSISMINECRAFT2 | EPISODIO 38 | WILLYREX Y VEGETTA,2014-01-20,1751034,54222,5019,Jan
6102,XBOX ONE - DEAD RISING 3: UNA GORDITA INSACIABLE #13,2014-01-20,3783997,66311,3773,Jan
6103,PLANETA VEGETTA: EL MUNDO DE LOS SUEÑOS #32,2014-01-19,3451161,67736,6324,Jan
6104,#APOCALIPSISMINECRAFT2 - CONSTRUCCION DE NUESTRO HOGAR,2014-01-18,2552227,110179,13039,Jan
6105,KILLZONE SHADOW FALL (PS4): LAS ARAÑAS ASESINAS #11,2014-01-18,688926,19241,1657,Jan
6106,OLIMPOCRAFT |EL REGRESO DEL HACEDOR DE LLUVIA | LOS JUEGOS DEL HAMBRE,2014-01-17,2979974,45057,3281,Jan
6107,UN MUNDO DE APRENDIZAJE | #APOCALIPSISMINECRAFT2 | EPISODIO 34 | WILLYREX Y VEGETTA,2014-01-16,1899464,54004,4415,Jan
6108,XBOX ONE - DEAD RISING 3: ELEGANTE HASTA LA MUERTE #12,2014-01-16,1194206,30569,6757,Jan
6109,PLANETA VEGETTA: LA DIMENSION DE LAS PESADILLAS CON HEROBRINE  #31,2014-01-15,3870337,67856,15979,Jan
6110,OLIMPOCRAFT | LO QUE NO TE MATA TE HACE MAS FUERTE | DEFIENDE LA VILLA,2014-01-15,6053559,74687,6368,Jan
6111,LOS PORTALES SIN RUMBO | #APOCALIPSISMINECRAFT2 | EPISODIO 32 | WILLYREX Y VEGETTA,2014-01-14,4007269,61021,5350,Jan
6112,XBOX ONE - DEAD RISING 3: AGENTE PECHOTES! #11,2014-01-14,5044609,94828,4858,Jan
6113,ZONA MINECRAFT: LOS PODERES MENTALES DEL GUERRERO #40,2014-01-13,1357043,33616,9389,Jan
6114,"PAY DAY 2: VIEJOS TIEMPOS,DOS VETERANOS EN ACCION!",2014-01-13,1750694,31185,1799,Jan
6115,SABIDURIA DE THAUMCRAFT | #APOCALIPSISMINECRAFT2 | EPISODIO 30 | WILLYREX Y VEGETTA,2014-01-12,1266318,52843,4894,Jan
6116,OLIMPOCRAFT |EL ARQUERO LEGENDARIO | LOS JUEGOS DEL HAMBRE,2014-01-12,5936553,78415,4726,Jan
6117,PS4 - FIFA 14: EL PARTIDO MAS RARO QUE NUNCA JUGUE (UNICORNIO MORADO),2014-01-12,1141020,27895,3699,Jan
6118,PLANETA VEGETTA: UN BUEN HOGAR CON VINO  #30,2014-01-11,2471979,51388,9128,Jan
6119,OLIMPOCRAFT | MIS HIJOS LO RECORDARAN.. | DEFIENDE LA VILLA,2014-01-11,2170208,46472,8872,Jan
6120,APUROS EN LA CASA DEL SABIO | #APOCALIPSISMINECRAFT2 | EPISODIO 28 | WILLYREX Y VEGETTA,2014-01-10,1515931,53386,5725,Jan
6121,GTA V ONLINE: DOMINAMOS EL CIELO!,2014-01-10,4505514,96893,3787,Jan
6122,PLANETA VEGETTA: EL REY ENDERMAN #29,2014-01-09,7110074,74180,14778,Jan
6123,XBOX ONE - DEAD RISING 3: TODO POR MI ALEJANDRA #10,2014-01-09,861359,24332,2598,Jan
6124,BAÑO DE DIAMANTES | #APOCALIPSISMINECRAFT2 | EPISODIO 26 | WILLYREX Y VEGETTA,2014-01-08,2294402,71537,10203,Jan
6125,GTA V ONLINE: EL HOMBRE BALA,2014-01-08,12113532,144287,6913,Jan
6126,KILLZONE SHADOW FALL (PS4): LA BATALLA MAS DURA #10,2014-01-08,317051,13000,2782,Jan
6127,PLANETA VEGETTA: PIRAMIDE MORTAL #28,2014-01-07,1626641,49488,5316,Jan
6128,SMITE - AO KUANG - MID (ASESINO DE LOS VIENTOS),2014-01-07,368227,25954,2051,Jan
6129,PROBLEMAS EN EL NETHER | #APOCALIPSISMINECRAFT2 | EPISODIO 24 | WILLYREX Y VEGETTA,2014-01-06,1369717,50156,3993,Jan
6130,BATTLEFIELD 4: LAS CANCIONES DEL FRANCOTIRADOR!,2014-01-06,1034408,30042,3822,Jan
6131,ZONA MINECRAFT: EL AMULETO DEL PODER #39,2014-01-05,658730,33037,6606,Jan
6132,GARRY´S MOD: TRAIDORES CALIENTES,2014-01-05,6188880,98826,2399,Jan
6133,TORNADO POR SORPRESA | #APOCALIPSISMINECRAFT2 | EPISODIO 22 | WILLYREX Y VEGETTA,2014-01-04,2601968,73255,5903,Jan
6134,XBOX ONE - DEAD RISING 3: EL OSITO ASESINO #9,2014-01-04,3417292,50729,6839,Jan
6135,PLANETA VEGETTA: EL SALTO DE LA LOCURA! #27,2014-01-03,1952394,74634,13324,Jan
6136,GTA V ONLINE: EL SUBMARINO DE LA MUERTE,2014-01-03,9642197,113620,6203,Jan
6137,TROLLDERMAN | #APOCALIPSISMINECRAFT2 | EPISODIO 20 | WILLYREX Y VEGETTA,2014-01-02,1572017,52714,6501,Jan
6138,SMITE - NEITH - SOLO (UN DURO COMBATE),2014-01-02,520119,23260,2537,Jan
6139,PLANETA VEGETTA: EMPEZAMOS EL AÑO EN EL NETHER! #26,2014-01-01,2268982,56884,10438,Jan
6140,LA GRANJA-ZOO | #APOCALIPSISMINECRAFT2 | EPISODIO 18 | WILLYREX Y VEGETTA,2013-12-31,1913315,52881,9209,Dec
6141,GARRY´S MOD (PROP HUNT): EL NEGOCIADOR,2013-12-31,6736237,131760,3676,Dec
6142,OLIMPOCRAFT | EL SALVADOR | DEFIENDE LA VILLA,2013-12-30,577350,25633,9544,Dec
6143,BATTLEFIELD 4: FRANCOTIRADOR CONQUISTADOR,2013-12-30,2216531,38327,3701,Dec
6144,KILLZONE SHADOW FALL (PS4): EL PELIGROSO ESPACIO #9,2013-12-30,448716,18447,1200,Dec
6145,REFORMAS HOGAREÑAS | #APOCALIPSISMINECRAFT2 | EPISODIO 16 | WILLYREX Y VEGETTA,2013-12-29,1568095,49953,3160,Dec
6146,ZONA MINECRAFT: EL COMBATE CONTRA EL ESCORPION GIGANTE #38,2013-12-29,1114048,33140,5666,Dec
6147,PLANETA VEGETTA: EN BUSCA DE DIAMANTES #25,2013-12-28,1218798,43402,7058,Dec
6148,GTA V ONLINE: UN MAL DIA PARA SANTA CLAUS,2013-12-28,6155435,78883,6953,Dec
6149,EL KARMA EN MI CONTRA | #APOCALIPSISMINECRAFT2 | EPISODIO 14 | WILLYREX Y VEGETTA,2013-12-27,2001558,62400,4870,Dec
6150,XBOX ONE - DEAD RISING 3: LOS SUPERPODERES #8,2013-12-27,1395231,49946,4744,Dec
6151,PLANETA VEGETTA: UN HOGAR SEGURO VALE POR DOS #24,2013-12-26,1324348,56299,13716,Dec
6152,GTA V ONLINE: SANTA CLAUS VENGADOR REPARTIENDO AMOR!,2013-12-26,10304940,110258,6915,Dec
6153,ESPECIAL NAVIDAD/ PARTE 2 | #APOCALIPSISMINECRAFT2 | EPISODIO 12 | WILLYREX Y VEGETTA,2013-12-25,2339698,64555,3438,Dec
6154,OLIMPOCRAFT | ATENTO! ATENTOOOOO! ESTA DESPISTADO XD | DEFIENDE LA VILLA,2013-12-25,731598,26163,2502,Dec
6155,PLANETA VEGETTA: EL CEMENTERIO NAVIDEÑO #23 | 3.000.000 DE GRACIAS! |,2013-12-24,2061976,82255,8853,Dec
6156,PS4 - NEED FOR SPEED RIVALS: UN POLICIA NAVIDEÑO,2013-12-24,1225126,24353,2114,Dec
6157,KILLZONE SHADOW FALL (PS4): PACIENCIA INFINITA #8,2013-12-24,337239,20338,1478,Dec
6158,LOS CULTIVADORES | #APOCALIPSISMINECRAFT2 | EPISODIO 10 | WILLYREX Y VEGETTA,2013-12-23,1606975,56929,5628,Dec
6159,XBOX ONE - DEAD RISING 3: UN POLICIA MUY SEXY  #7,2013-12-23,705362,36068,2381,Dec
6160,GTA V ONLINE: UN DIA DE MISTERIOS,2013-12-22,5454397,116659,7118,Dec
6161,ZONA MINECRAFT: EL PUEBLO DE LA LUCHA #36,2013-12-22,908139,38949,7452,Dec
6162,UN CHOCOBO EN LA FAMILIA | #APOCALIPSISMINECRAFT2 | EPISODIO 8 | WILLYREX Y VEGETTA,2013-12-21,1762107,59103,4637,Dec
6163,SMITE - SUN WUKONG -  SOLO (EL CAMINO A LA VICTORIA),2013-12-21,547355,31678,3970,Dec
6164,PLANETA VEGETTA: UN HOGAR SEGURO Y BONITO #22,2013-12-20,2097694,73212,8320,Dec
6165,OLIMPOCRAFT | AGUANTAREMOS HASTA EL FINAL | DEFIENDE LA VILLA,2013-12-20,835956,28612,2288,Dec
6166,KILLZONE SHADOW FALL (PS4): HOMBRES SUICIDAS #7,2013-12-20,313804,18515,1078,Dec
6167,EL TRONO DE LA VICTORIA | #APOCALIPSISMINECRAFT2 | EPISODIO 6 | WILLYREX Y VEGETTA,2013-12-19,2442869,63386,4477,Dec
6168,XBOX ONE - DEAD RISING 3: VECINOS PROBLEMATICOS #6,2013-12-19,1063206,28943,2182,Dec
6169,PLANETA VEGETTA: UN BONITO HOGAR #21,2013-12-18,2496855,65282,10202,Dec
6170,GTA V ONLINE: UN DIA PARA OLVIDAR,2013-12-18,7144520,106567,5450,Dec
6171,LA MINA MISTERIOSA | #APOCALIPSISMINECRAFT2 | EPISODIO 4 | WILLYREX Y VEGETTA,2013-12-17,2965482,72766,6465,Dec
6172,PS4 - NEED FOR SPEED RIVALS: BAD BOYS | LUZU Y VEGETTA |,2013-12-17,2409987,30620,1788,Dec
6173,OLIMPOCRAFT | LOS JINETES DE LA MUERTE | LOS JUEGOS DEL HAMBRE SUPER,2013-12-16,1870197,43932,3817,Dec
6174,XBOX ONE - FIFA 14: MI PRIMER GOL | WILLYREX Y VEGETTA |,2013-12-16,3132855,46577,2927,Dec
6175,KILLZONE SHADOW FALL (PS4): ME LLAMAN SIGILOMAN #6,2013-12-16,367219,21919,1289,Dec
6176,LOS MISTERIOS DE LA NOCHE | #APOCALIPSISMINECRAFT2 | EPISODIO 2 | WILLYREX Y VEGETTA,2013-12-15,4996624,103831,7800,Dec
6177,PS4 - NEED FOR SPEED RIVALS: DOS DELINCUENTES SUELTOS | LUZU Y VEGETTA |,2013-12-15,1510141,24006,1577,Dec
6178,PLANETA VEGETTA: EL HOMBRE DE HIELO #20,2013-12-14,2514456,61018,11639,Dec
6179,XBOX ONE - DEAD RISING 3: EL CEMENTERIO DE LA LOCA #5,2013-12-14,1716418,34371,2407,Dec
6180,KILLZONE SHADOW FALL (PS4): UN PELIGRO EN EL CIELO  #5,2013-12-14,431126,17625,945,Dec
6181,LOS JUEGOS DEL HAMBRE: LA LOCURA SE APODERA DE MI,2013-12-13,3742605,58404,4202,Dec
6182,LEFT 4 DEAD 2 - MUERTE A BORDO #4 | WILLYREX Y VEGETTA |,2013-12-13,4952688,39611,1641,Dec
6183,BATTLEFIELD 4 - MAPAS DLC CHINA RISING | LUZU Y VEGETTA |,2013-12-13,2418271,36338,2001,Dec
6184,PLANETA VEGETTA: LOS RINOCERONTES DEL DESIERTO #19,2013-12-12,1792624,61983,6056,Dec
6185,PS4 - NEED FOR SPEED RIVALS: EL REGRESO DEL CONDUCTOR LOCO,2013-12-12,1358540,35186,3096,Dec
6186,GTA V ONLINE: EL MISTERIO DEL VELERO,2013-12-11,7322281,128846,5813,Dec
6187,ZONA MINECRAFT: EL KARMA ATACA DE NUEVO - GATOS PASOTAS. #35,2013-12-11,1096183,32684,7144,Dec
6188,PLANETA VEGETTA: EL CEMENTERIO ACUATICO #18,2013-12-10,2279342,73910,7945,Dec
6189,LEFT 4 DEAD 2 - MUERTE A BORDO #2 | WILLYREX Y VEGETTA |,2013-12-10,9464818,68902,2933,Dec
6190,LOS JUEGOS DEL HAMBRE: SUSCRIPTOR BAJO PRESION,2013-12-09,2204830,43765,5092,Dec
6191,XBOX ONE - DEAD RISING 3: LA NOCHE LLEGO #4,2013-12-09,1757487,32247,3701,Dec
6192,GTA V ONLINE: UN DIA DE PLAYA,2013-12-08,5750762,91999,4483,Dec
6193,ZONA MINECRAFT: EL AMULETO ASESINO #34,2013-12-08,1228495,35194,4502,Dec
6194,KILLZONE SHADOW FALL (PS4): LOS TRENES DE LA MUERTE  #4,2013-12-08,471950,20185,1209,Dec
6195,PLANETA VEGETTA: LOS METEORITOS DE HIELO #17,2013-12-07,2119036,62887,10092,Dec
6196,XBOX ONE - FIFA 14: HOMBRES DE FE | LUZU Y VEGETTA |,2013-12-07,2760389,36944,4183,Dec
6197,LOS JUEGOS DEL HAMBRE: UN SALTO QUE JAMAS OLVIDARE |LUZU Y VEGETTA|,2013-12-06,1838360,38175,2507,Dec
6198,XBOX ONE - DEAD RISING 3: HUIR O MORIR #3,2013-12-06,1802967,45594,3582,Dec
6199,KILLZONE SHADOW FALL (PS4): LA PETRUSITA  #3,2013-12-06,569152,21653,1626,Dec
6200,BATTLEFIELD 4 - MAPAS DLC CHINA RISING: BOOOOMBA!,2013-12-05,1517824,28676,1614,Dec
6201,PLANETA VEGETTA: EL VINO DEL CONSTRUCTOR #16,2013-12-05,2282233,80400,9025,Dec
6202,"XBOX ONE - FIFA 14: LOS REYES DEL BALON! OK...NO | WILLY,ALEX Y VEGETTA|",2013-12-04,5954812,71025,5062,Dec
6203,LOS JUEGOS DEL HAMBRE: IRON MAN |WILLY Y VEGETTA|,2013-12-04,6525166,77456,4154,Dec
6204,KILLZONE SHADOW FALL (PS4): EL SALVADOR #2,2013-12-04,886783,43392,2265,Dec
6205,PLANETA VEGETTA: NUESTRO HOGAR AVANZA #15,2013-12-03,2409092,101097,11298,Dec
6206,ZOO TYCOON EN XBOX ONE: LIBERTAD | WILLYREX Y VEGETTA | EPISODIO 11,2013-12-03,2162101,74552,10630,Dec
6207,ZONA MINECRAFT: EL JEFE NINJA ASESINO #33,2013-12-02,2658245,85647,8348,Dec
6208,KILLZONE ONLINE: MI PRIMERA VEZ (EPICO),2013-12-02,378932,18280,1752,Dec
6209,PLAYSTATION 4 - BATTLEFIELD 4: ESTO ES HERMOSO CUAL CARITA DE OSO,2013-12-01,1600959,26644,1493,Dec
6210,ZOO TYCOON EN XBOX ONE: MONO CAPUCHINO DE PECHO AMARILLO | WILLYREX Y VEGETTA | EPISODIO 9,2013-12-01,1649815,42061,5042,Dec
6211,XBOX ONE - DEAD RISING 3: EL DRAGON ASESINO #2,2013-12-01,2817836,46253,4080,Dec
6212,"PLANETA VEGETTA: LOS MINOTAUROS,LOS FANTASMAS Y LA MONJA #14",2013-11-30,2104547,50159,5011,Nov
6213,KILLZONE SHADOW FALL (PS4): IMPRESIONANTE COMIENZO #1,2013-11-30,2766166,64527,5556,Nov
6214,ZOO TYCOON EN XBOX ONE: NUEVAS TORTUGAS  | WILLYREX Y VEGETTA | EPISODIO 7,2013-11-29,1517739,46403,3288,Nov
6215,ZONA MINECRAFT: TODO ESTA EN MI CABEZA #32,2013-11-29,1739959,37286,5366,Nov
6216,PLANETA VEGETTA: MI GATO ESPACIAL - DORAEMON #13,2013-11-28,2410806,55644,6050,Nov
6217,FORZA MOTOR SPORT 5: EL CAMINO A LA VICTORIA,2013-11-28,498245,20417,2090,Nov
6218,ZOO TYCOON EN XBOX ONE: VARIEDAD ANIMAL  | WILLYREX Y VEGETTA | EPISODIO 5,2013-11-27,2704072,54922,2698,Nov
6219,LOS JUEGOS DEL HAMBRE: LA PALA TIENE EL PODER,2013-11-27,9188251,77925,4960,Nov
6220,PLANETA VEGETTA: EL PORTAL DEL METEORITO #12,2013-11-26,2113110,50281,4207,Nov
6221,"XBOX ONE - DEAD RISING 3: ZOMBIES,ZOMBIES Y MAS ZOMBIES #1",2013-11-26,5149542,90320,7270,Nov
6222,ZOO TYCOON EN XBOX ONE: NUESTROS PEQUEÑOS SE HACEN MAYORES  | WILLYREX Y VEGETTA | EPISODIO 3,2013-11-25,3333296,69943,5070,Nov
6223,ZONA MINECRAFT: TODOS AL AGUA! #31,2013-11-25,1249920,37695,3848,Nov
6224,XBOX ONE - FORZA MOTORSPORT 5: TODO SUPER CUQUI,2013-11-24,770563,30560,3701,Nov
6225,LOS JUEGOS DEL HAMBRE: EL KARRR-KARRR...,2013-11-24,3909292,58330,5158,Nov
6226,XBOX ONE - BATTLEFIELD 4: ASALTO EPICO |WILLYREX Y VEGETTA|,2013-11-23,1060365,26323,1825,Nov
6227,PLANETA VEGETTA: EL CREEPER DE LAS SOMBRAS #11,2013-11-23,2602087,57258,9684,Nov
6228,ZONA MINECRAFT: LA ISLA DE LOS CABALLOS PERDIDOS #30,2013-11-22,1627470,35809,5935,Nov
6229,ZOO TYCOON EN XBOX ONE: COMENZAMOS EL PARQUE | WILLYREX Y VEGETTA | EPISODIO 1,2013-11-22,3531322,77966,6461,Nov
6230,PLANETA VEGETTA: LOS GATOS ESPACIALES #10,2013-11-21,1758633,47361,7608,Nov
6231,SHADOW WARRIOR: EL TALADRO DEL INFIERNO,2013-11-21,227874,10644,984,Nov
